"Story","Title","Result","Date","Stability","Duration (s)"
"Testing Todoist API for Get All Label endpoint","Get all labels with valid token","SUCCESS","2023-01-20T15:11:20.966+07:00[Asia/Bangkok]","0.0","0.87"
"Testing Todoist API for Get All Label endpoint","Get all labels with unauthorized token","SUCCESS","2023-01-20T15:11:21.847+07:00[Asia/Bangkok]","0.0","0.81"
