"Story","Title","Result","Date","Stability","Duration (s)"
"Testing Todoist API for Update a Label endpoint","Update a label with valid id","SUCCESS","2023-01-20T15:11:28.157+07:00[Asia/Bangkok]","0.0","0.38"
"Testing Todoist API for Update a Label endpoint","Update a label with invalid id","SUCCESS","2023-01-20T15:11:28.545+07:00[Asia/Bangkok]","0.0","0.34"
"Testing Todoist API for Update a Label endpoint","Update a label with unauthorized token","SUCCESS","2023-01-20T15:11:28.896+07:00[Asia/Bangkok]","0.0","0.4"
"Testing Todoist API for Update a Label endpoint","Update a label with invalid json","SUCCESS","2023-01-20T15:11:29.309+07:00[Asia/Bangkok]","0.0","0.34"
"Testing Todoist API for Update a Label endpoint","Update a label with empty json","SUCCESS","2023-01-20T15:11:29.672+07:00[Asia/Bangkok]","0.0","0.34"
